id,department,priority,status,staff_id,created_at,resolved_at,complexity
15245,SURG,Low,Resolved,39,2026-03-01 04:53:19.204340,2026-03-02 14:13:11.171386,10
15246,CARD,High,Resolved,103,2025-07-03 11:20:19.204340,2025-07-03 12:21:34.761609,9
15247,ICU,Medium,Resolved,26,2025-06-28 01:33:19.204340,2025-06-28 15:05:34.204299,3
15248,ICU,Medium,Resolved,22,2025-03-18 04:22:19.204340,2025-03-18 12:00:52.805811,6
15249,CARD,High,Resolved,99,2025-04-27 05:31:19.204340,2025-04-27 07:01:33.843103,4
15250,RAD,Medium,Resolved,84,2025-06-22 04:31:19.204340,2025-06-22 09:12:47.345088,6
15251,ICU,Medium,Resolved,23,2025-12-02 00:28:19.204340,2025-12-02 14:38:13.690333,4
15252,SURG,Low,Resolved,43,2025-07-21 01:55:19.204340,2025-07-23 14:35:25.762089,5
15253,SURG,Low,Resolved,40,2025-07-29 02:42:19.204340,2025-07-30 22:05:02.877189,2
15254,OPD,Low,Resolved,55,2025-03-22 03:22:19.204340,2025-03-24 04:47:38.123212,7
15255,ICU,Medium,Resolved,23,2025-03-27 00:49:19.204340,2025-03-28 04:27:28.733293,7
15256,PEDS,High,Resolved,70,2025-05-22 02:17:19.204340,2025-05-22 05:25:53.196874,5
15257,RAD,Low,Resolved,85,2025-11-09 01:12:19.204340,2025-11-11 09:32:14.821486,1
15258,ER,High,Resolved,10,2025-10-05 02:26:19.204340,2025-10-05 06:32:24.206474,2
15259,ICU,Medium,Resolved,30,2025-08-15 03:24:19.204340,2025-08-15 11:28:17.798996,4
15260,OPD,Medium,Resolved,55,2025-04-09 21:22:19.204340,2025-04-10 07:01:33.567088,9
15261,SURG,Low,Resolved,45,2025-12-24 04:43:19.204340,2025-12-24 18:36:29.503053,1
15262,CARD,Low,Resolved,96,2025-11-26 10:11:19.204340,2025-11-27 20:38:32.979385,7
15263,PEDS,Medium,Resolved,67,2025-08-19 04:33:19.204340,2025-08-19 16:42:53.638061,5
15264,RAD,Medium,Resolved,87,2025-07-01 02:04:19.204340,2025-07-01 11:17:16.496603,2
15265,PEDS,Low,Resolved,66,2025-12-07 23:05:19.204340,2025-12-08 16:16:54.251916,6
15266,OPD,Medium,Resolved,59,2025-11-29 05:20:19.204340,2025-11-29 13:29:04.698908,4
15267,ER,Medium,Resolved,15,2025-06-30 04:41:19.204340,2025-06-30 16:58:57.464731,2
15268,RAD,High,Resolved,77,2025-06-25 09:36:19.204340,2025-06-25 18:54:10.652706,6
15269,SURG,Medium,Resolved,39,2025-03-04 11:33:19.204340,2025-03-05 09:03:34.347169,4
15270,OPD,Low,Resolved,55,2025-06-23 03:10:19.204340,2025-06-24 07:30:30.065422,3
15271,ER,Medium,Resolved,9,2025-10-18 23:43:19.204340,2025-10-19 12:26:58.240537,5
15272,PEDS,Medium,Resolved,65,2025-07-09 23:40:19.204340,2025-07-10 04:40:16.597968,9
15273,ICU,High,Resolved,23,2026-01-11 06:59:19.204340,2026-01-11 09:38:30.244716,9
15274,OPD,Medium,Resolved,51,2025-09-04 09:55:19.204340,2025-09-04 22:05:24.712950,10
15275,PEDS,Medium,Resolved,68,2026-01-09 04:52:19.204340,2026-01-09 15:49:28.772484,1
15276,SURG,Medium,Resolved,44,2025-10-11 02:13:19.204340,2025-10-11 12:23:45.261185,2
15277,RAD,Low,Resolved,87,2025-12-28 05:20:19.204340,2025-12-29 01:48:20.448705,6
15278,RAD,Medium,Resolved,87,2025-04-26 03:38:19.204340,2025-04-26 23:52:36.632974,6
15279,CARD,Medium,Resolved,105,2025-12-10 01:23:19.204340,2025-12-10 19:29:32.695088,5
15280,CARD,High,Resolved,95,2025-11-02 22:30:19.204340,2025-11-03 09:36:22.080004,4
15281,RAD,Low,Resolved,85,2025-07-03 02:06:19.204340,2025-07-04 12:25:40.827625,3
15282,CARD,Low,Resolved,103,2025-10-03 08:46:19.204340,2025-10-03 22:40:35.123039,4
15283,RAD,High,Resolved,82,2025-09-12 21:19:19.204340,2025-09-13 04:45:59.111827,10
15284,OPD,High,Resolved,47,2025-04-12 04:56:19.204340,2025-04-12 08:06:32.557514,6
15285,PEDS,Medium,Resolved,62,2025-07-29 04:44:19.204340,2025-07-29 08:29:28.438004,7
15286,CARD,Medium,Resolved,102,2026-01-07 01:06:19.204340,2026-01-07 11:48:52.400691,9
15287,ER,Low,Resolved,14,2025-07-12 04:01:19.204340,2025-07-12 23:48:16.101415,1
15288,PEDS,Medium,Resolved,75,2025-06-21 19:12:19.204340,2025-06-21 22:39:34.642061,1
15289,OPD,High,Resolved,58,2026-01-09 22:44:19.204340,2026-01-10 00:39:26.951246,5
15290,RAD,Medium,Resolved,80,2026-01-27 05:07:19.204340,2026-01-27 13:48:59.335700,8
15291,RAD,High,Resolved,81,2025-10-27 23:59:19.204340,2025-10-28 03:01:04.440395,6
15292,ER,Low,Resolved,2,2026-02-21 06:48:19.204340,2026-02-22 07:27:45.236302,9
15293,RAD,High,Resolved,84,2025-11-07 20:50:19.204340,2025-11-08 00:55:44.333837,4
15294,PEDS,Medium,Resolved,72,2025-06-06 04:04:19.204340,2025-06-06 11:59:44.777392,9
15295,ER,Low,Resolved,9,2025-10-11 06:13:19.204340,2025-10-12 23:54:13.337585,7
15296,ICU,Medium,Resolved,27,2025-05-25 02:27:19.204340,2025-05-25 12:17:17.302783,5
15297,ER,Medium,Resolved,13,2025-07-31 22:21:19.204340,2025-08-01 21:11:26.207813,5
15298,CARD,Low,Resolved,95,2026-02-18 07:23:19.204340,2026-02-19 21:31:51.301076,8
15299,ICU,Medium,Resolved,21,2025-06-29 23:34:19.204340,2025-06-30 07:26:28.913349,10
15300,PEDS,Medium,Resolved,72,2025-10-22 04:10:19.204340,2025-10-22 14:50:37.547263,2
15301,OPD,High,Resolved,53,2025-12-26 06:54:19.204340,2025-12-26 11:59:07.049353,1
15302,ICU,Medium,Resolved,19,2025-09-07 23:16:19.204340,2025-09-08 05:51:48.564337,2
15303,ICU,Medium,Resolved,26,2025-04-16 08:02:19.204340,2025-04-16 16:32:05.436318,5
15304,SURG,Medium,Resolved,43,2026-01-03 08:56:19.204340,2026-01-03 20:12:44.997518,2
15305,RAD,Medium,Resolved,87,2025-08-15 11:33:19.204340,2025-08-15 15:13:50.860779,8
15306,PEDS,Medium,Resolved,63,2025-08-27 01:04:19.204340,2025-08-27 11:06:06.993791,8
15307,PEDS,Medium,Resolved,65,2025-04-18 03:21:19.204340,2025-04-18 14:36:55.711660,1
15308,CARD,Low,Resolved,102,2025-04-05 05:47:19.204340,2025-04-06 08:24:03.949727,6
15309,PEDS,High,Resolved,68,2025-07-10 07:32:19.204340,2025-07-10 10:09:26.152750,3
15310,OPD,Medium,Resolved,51,2025-10-04 05:50:19.204340,2025-10-04 10:50:10.756795,1
15311,ER,Medium,Resolved,8,2025-09-07 10:09:19.204340,2025-09-08 01:53:00.710683,3
15312,RAD,Low,Resolved,84,2025-03-27 04:51:19.204340,2025-03-29 18:46:40.546359,6
15313,CARD,Low,Resolved,92,2025-05-24 05:17:19.204340,2025-05-25 12:43:53.426519,10
15314,PEDS,Medium,Resolved,61,2025-10-27 11:04:19.204340,2025-10-28 10:13:15.394992,2
15315,ER,Medium,Resolved,7,2025-05-03 06:52:19.204340,2025-05-03 19:43:49.823048,7
15316,RAD,Medium,Resolved,84,2025-10-29 00:31:19.204340,2025-10-29 03:52:10.316511,3
15317,SURG,Low,Resolved,42,2025-03-16 08:32:19.204340,2025-03-17 16:47:49.414419,2
15318,SURG,Low,Resolved,43,2025-10-11 03:31:19.204340,2025-10-12 15:29:53.393146,3
15319,PEDS,Medium,Resolved,75,2025-12-08 03:34:19.204340,2025-12-08 21:30:47.039663,6
15320,ER,High,Resolved,10,2025-10-19 02:55:19.204340,2025-10-19 06:33:20.421372,8
15321,RAD,Medium,Resolved,85,2025-10-11 05:21:19.204340,2025-10-11 23:24:02.694272,8
15322,ER,Medium,Resolved,2,2025-11-24 03:51:19.204340,2025-11-24 08:07:01.359661,10
15323,SURG,Medium,Resolved,35,2025-07-13 01:50:19.204340,2025-07-13 12:02:41.551992,2
15324,SURG,Medium,Resolved,37,2025-04-19 05:43:19.204340,2025-04-20 01:40:04.822744,9
15325,OPD,Medium,Resolved,60,2026-02-01 07:13:19.204340,2026-02-01 21:46:16.102779,2
15326,RAD,High,Resolved,89,2025-06-03 05:57:19.204340,2025-06-03 06:27:05.081636,2
15327,PEDS,Medium,Resolved,74,2025-12-25 01:06:19.204340,2025-12-25 10:31:23.894902,10
15328,PEDS,Low,Resolved,70,2025-06-25 07:09:19.204340,2025-06-26 05:58:03.788601,2
15329,RAD,Medium,Resolved,89,2025-08-02 20:58:19.204340,2025-08-03 15:14:48.108234,8
15330,CARD,High,Resolved,97,2025-07-23 06:51:19.204340,2025-07-23 20:49:52.571867,10
15331,SURG,Low,Resolved,34,2025-06-02 22:25:19.204340,2025-06-04 07:44:22.972287,4
15332,RAD,Low,Resolved,84,2025-07-11 04:56:19.204340,2025-07-12 10:34:41.739394,7
15333,RAD,Low,Resolved,85,2025-06-28 05:04:19.204340,2025-06-29 18:48:21.137841,6
15334,RAD,High,Resolved,82,2025-11-21 08:37:19.204340,2025-11-21 11:28:20.832067,1
15335,OPD,Medium,Resolved,47,2025-12-03 07:47:19.204340,2025-12-03 20:28:47.542928,2
15336,SURG,Medium,Resolved,38,2025-06-27 21:45:19.204340,2025-06-28 10:16:46.428301,8
15337,CARD,Medium,Resolved,97,2026-01-30 05:15:19.204340,2026-01-30 15:52:39.753431,8
15338,CARD,High,Open,97,2026-03-02 22:42:19.204340,,1
15339,ICU,Medium,Resolved,16,2025-08-28 18:38:19.204340,2025-08-29 10:29:07.435748,2
15340,OPD,High,Resolved,60,2025-10-05 11:27:19.204340,2025-10-05 13:48:49.805944,8
15341,OPD,Medium,Resolved,53,2025-12-15 03:16:19.204340,2025-12-15 16:17:14.593094,1
15342,RAD,Medium,Resolved,83,2025-08-16 00:34:19.204340,2025-08-17 10:41:53.751231,9
15343,RAD,High,Resolved,80,2026-02-04 06:40:19.204340,2026-02-04 14:40:43.368351,8
15344,ER,High,Resolved,4,2025-04-26 02:04:19.204340,2025-04-26 06:08:47.555193,5
15345,RAD,Medium,Resolved,90,2025-08-30 01:32:19.204340,2025-08-30 14:04:28.029221,2
15346,RAD,Medium,Resolved,79,2026-01-02 00:56:19.204340,2026-01-02 09:58:47.780562,9
15347,OPD,Medium,Resolved,60,2025-07-25 01:50:19.204340,2025-07-25 19:59:07.230218,1
15348,SURG,Low,Resolved,37,2025-12-05 22:36:19.204340,2025-12-07 07:11:26.417122,8
15349,CARD,Low,Resolved,95,2025-12-28 05:51:19.204340,2025-12-29 17:28:36.353856,3
15350,PEDS,High,Resolved,66,2025-03-10 06:59:19.204340,2025-03-10 08:29:16.893118,8
15351,ER,High,Resolved,8,2025-10-20 06:49:19.204340,2025-10-20 11:20:30.690448,8
15352,OPD,High,Resolved,59,2026-01-27 03:08:19.204340,2026-01-27 05:00:19.773154,3
15353,ER,High,Resolved,3,2025-05-17 22:48:19.204340,2025-05-18 03:17:29.121072,5
15354,CARD,Medium,Resolved,98,2025-03-18 09:17:19.204340,2025-03-18 18:42:28.914332,4
15355,PEDS,Medium,Resolved,69,2025-06-22 23:41:19.204340,2025-06-23 17:09:37.920247,9
15356,RAD,Low,Resolved,84,2025-09-26 23:01:19.204340,2025-09-28 04:47:10.378518,8
15357,ICU,Low,Resolved,16,2025-03-15 07:28:19.204340,2025-03-16 05:32:20.551137,1
15358,ER,Low,Resolved,8,2025-05-12 07:42:19.204340,2025-05-14 04:41:16.192148,6
15359,ER,Low,Resolved,13,2025-12-21 02:57:19.204340,2025-12-22 04:37:18.574736,2
15360,CARD,High,Resolved,96,2026-01-21 07:28:19.204340,2026-01-21 10:16:30.853217,8
15361,ICU,Medium,Resolved,25,2026-02-10 03:53:19.204340,2026-02-10 14:56:06.163214,1
15362,PEDS,Low,Resolved,65,2025-11-02 01:47:19.204340,2025-11-03 05:14:25.618915,2
15363,OPD,Low,Resolved,46,2025-07-08 04:53:19.204340,2025-07-09 23:16:20.560223,6
15364,RAD,Medium,Resolved,85,2025-04-06 02:29:19.204340,2025-04-06 05:05:57.348109,2
15365,ICU,Low,Resolved,19,2026-01-01 01:20:19.204340,2026-01-02 00:18:46.368807,2
15366,ER,Medium,Resolved,11,2025-08-03 00:02:19.204340,2025-08-03 16:14:28.906529,5
15367,CARD,High,Resolved,96,2025-03-14 21:13:19.204340,2025-03-14 23:08:04.640520,4
15368,SURG,Medium,Resolved,37,2026-02-19 06:32:19.204340,2026-02-19 18:21:33.592421,1
15369,ER,Medium,Resolved,15,2025-07-09 01:02:19.204340,2025-07-09 14:00:25.110410,1
15370,PEDS,Low,Resolved,69,2025-04-27 04:51:19.204340,2025-04-28 14:16:45.682767,7
15371,ER,Medium,Resolved,9,2025-07-26 08:51:19.204340,2025-07-26 17:13:05.507579,10
15372,PEDS,Medium,Resolved,65,2025-10-18 23:53:19.204340,2025-10-19 07:07:30.276079,1
15373,ICU,Low,Resolved,19,2025-10-29 01:56:19.204340,2025-10-30 08:42:32.768362,5
15374,OPD,Medium,Resolved,54,2025-12-27 06:02:19.204340,2025-12-27 13:19:23.568208,7
15375,ER,Medium,Resolved,2,2025-03-26 02:57:19.204340,2025-03-26 14:25:19.165938,5
15376,PEDS,Medium,Resolved,63,2025-10-26 01:31:19.204340,2025-10-26 12:12:46.704351,3
15377,ICU,Medium,Resolved,29,2025-09-22 08:20:19.204340,2025-09-23 08:57:26.133537,3
15378,ICU,Low,Resolved,24,2025-06-21 01:34:19.204340,2025-06-22 18:25:33.083161,4
15379,RAD,Low,Resolved,76,2025-03-21 05:31:19.204340,2025-03-22 01:00:41.993512,9
15380,SURG,Medium,Resolved,38,2025-10-25 04:30:19.204340,2025-10-25 09:06:45.206020,9
15381,OPD,High,Resolved,56,2025-03-05 06:11:19.204340,2025-03-05 08:05:56.200487,6
15382,ICU,High,Resolved,20,2025-11-22 05:59:19.204340,2025-11-22 07:36:29.277853,2
15383,ER,Medium,Resolved,10,2025-07-21 10:29:19.204340,2025-07-21 21:43:43.460936,1
15384,ICU,Medium,Resolved,30,2025-05-15 03:30:19.204340,2025-05-15 15:36:13.314180,7
15385,PEDS,Medium,Resolved,75,2025-10-16 23:12:19.204340,2025-10-17 11:44:10.573624,5
15386,ICU,Medium,Resolved,26,2025-10-12 00:28:19.204340,2025-10-12 06:57:48.078789,1
15387,ICU,Low,Resolved,22,2025-11-06 06:56:19.204340,2025-11-07 07:27:53.980402,7
15388,OPD,Low,Resolved,50,2025-04-13 07:57:19.204340,2025-04-14 09:10:22.500966,1
15389,ER,High,Resolved,9,2025-07-01 01:17:19.204340,2025-07-01 08:30:02.844214,7
15390,PEDS,High,Resolved,61,2026-02-09 03:53:19.204340,2026-02-09 04:00:50.566029,5
15391,PEDS,Medium,Resolved,65,2026-02-17 07:56:19.204340,2026-02-17 23:21:15.996926,9
15392,ICU,Medium,Resolved,16,2025-03-22 05:41:19.204340,2025-03-22 15:20:02.130127,9
15393,SURG,High,Resolved,37,2025-09-27 04:03:19.204340,2025-09-27 04:22:45.992970,8
15394,RAD,High,Resolved,79,2025-10-12 06:22:19.204340,2025-10-12 11:46:43.101997,7
15395,CARD,Low,Resolved,105,2025-10-14 23:50:19.204340,2025-10-16 23:38:04.654787,1
15396,CARD,Medium,Resolved,104,2026-01-09 14:36:19.204340,2026-01-10 02:41:11.792544,3
15397,RAD,Medium,Resolved,78,2025-04-04 03:46:19.204340,2025-04-04 07:33:06.143035,2
15398,SURG,Low,Resolved,37,2025-07-06 23:24:19.204340,2025-07-07 12:56:35.255776,5
15399,CARD,High,Resolved,102,2025-08-14 00:25:19.204340,2025-08-14 07:09:24.130265,7
15400,ICU,Medium,Resolved,24,2025-08-28 23:11:19.204340,2025-08-29 08:49:06.050184,8
15401,RAD,Low,Resolved,77,2026-01-01 17:28:19.204340,2026-01-02 10:10:57.842721,4
15402,SURG,Medium,Resolved,37,2025-08-18 23:24:19.204340,2025-08-19 10:21:24.195835,9
15403,RAD,High,Resolved,89,2025-04-11 06:25:19.204340,2025-04-11 10:29:44.291519,8
15404,SURG,Low,Resolved,38,2026-01-10 09:46:19.204340,2026-01-11 00:28:21.803439,6
15405,ER,Medium,Resolved,15,2025-09-25 22:50:19.204340,2025-09-26 07:23:03.940232,10
15406,PEDS,High,Resolved,61,2025-05-16 23:19:19.204340,2025-05-17 01:23:34.266044,10
15407,RAD,Medium,Resolved,81,2025-07-09 00:10:19.204340,2025-07-09 13:27:30.669296,6
15408,PEDS,Low,Resolved,66,2025-04-25 07:53:19.204340,2025-04-26 09:20:32.969731,3
15409,CARD,Low,Resolved,104,2025-09-13 03:19:19.204340,2025-09-15 09:39:14.786734,8
15410,ER,Medium,Resolved,14,2025-08-15 03:12:19.204340,2025-08-15 08:13:34.230135,3
15411,RAD,Medium,Resolved,89,2025-08-16 07:18:19.204340,2025-08-17 02:39:42.926016,8
15412,CARD,High,Resolved,97,2025-07-02 09:51:19.204340,2025-07-02 15:16:31.790040,7
15413,SURG,High,Resolved,40,2025-08-14 09:54:19.204340,2025-08-14 13:20:02.159730,5
15414,SURG,Medium,Resolved,36,2025-11-11 18:58:19.204340,2025-11-12 12:50:43.310422,9
15415,ER,Medium,Resolved,1,2026-02-08 03:01:19.204340,2026-02-09 20:42:03.089033,2
15416,OPD,Medium,Resolved,59,2026-02-22 02:50:19.204340,2026-02-22 21:04:42.906506,10
15417,RAD,Low,Resolved,78,2025-07-16 23:41:19.204340,2025-07-17 21:40:21.651011,6
15418,SURG,High,Resolved,40,2025-12-18 05:28:19.204340,2025-12-18 06:01:25.412881,2
15419,OPD,Medium,Resolved,49,2026-02-18 03:53:19.204340,2026-02-18 12:28:31.671207,2
15420,CARD,Low,Resolved,92,2025-09-12 04:20:19.204340,2025-09-13 08:37:16.640277,5
15421,SURG,Low,Resolved,33,2025-08-20 07:23:19.204340,2025-08-23 20:42:49.935315,6
15422,CARD,Low,Resolved,92,2025-06-04 01:21:19.204340,2025-06-05 09:43:15.185838,1
15423,CARD,Medium,Resolved,105,2025-10-19 14:36:19.204340,2025-10-19 19:12:54.319106,10
15424,CARD,Medium,Resolved,101,2026-01-27 11:46:19.204340,2026-01-28 08:03:33.321756,7
15425,CARD,High,Resolved,100,2026-02-06 11:09:19.204340,2026-02-06 18:11:04.876770,10
15426,ER,High,Resolved,8,2026-02-23 20:47:19.204340,2026-02-24 02:14:15.979264,1
15427,ER,Medium,Resolved,15,2025-04-08 03:17:19.204340,2025-04-08 12:47:16.976377,5
15428,OPD,Low,Resolved,60,2025-06-18 04:14:19.204340,2025-06-20 07:54:51.752436,9
15429,OPD,Medium,Resolved,58,2025-09-10 09:58:19.204340,2025-09-11 04:40:13.804331,8
15430,ER,Low,Resolved,8,2026-02-22 01:09:19.204340,2026-02-23 08:44:37.914404,9
15431,OPD,High,Resolved,54,2025-11-03 22:23:19.204340,2025-11-03 22:59:33.061651,4
15432,RAD,High,Resolved,86,2025-08-17 04:56:19.204340,2025-08-17 09:21:17.994731,8
15433,CARD,Medium,Resolved,97,2025-04-03 03:47:19.204340,2025-04-03 10:37:13.798405,5
15434,OPD,Low,Resolved,50,2026-02-12 01:16:19.204340,2026-02-13 09:53:28.500446,1
15435,RAD,Low,Resolved,89,2025-11-19 07:46:19.204340,2025-11-21 23:02:59.854769,2
15436,CARD,Medium,Resolved,92,2025-05-03 01:05:19.204340,2025-05-03 09:40:34.738339,2
15437,ER,High,Resolved,6,2026-01-13 23:10:19.204340,2026-01-14 02:36:21.027364,4
15438,OPD,High,Resolved,47,2025-06-22 03:21:19.204340,2025-06-22 04:47:28.116443,8
15439,ER,Low,Resolved,5,2025-12-12 04:20:19.204340,2025-12-13 09:45:28.921939,9
15440,CARD,Low,Resolved,93,2025-05-21 20:58:19.204340,2025-05-23 22:10:38.436120,9
15441,ICU,Medium,Resolved,28,2026-01-24 23:28:19.204340,2026-01-25 11:02:16.483437,6
15442,CARD,Medium,Resolved,99,2025-05-11 04:30:19.204340,2025-05-11 21:35:45.061763,7
15443,SURG,High,Resolved,33,2025-03-31 06:06:19.204340,2025-03-31 08:12:10.151171,8
15444,PEDS,Medium,Resolved,61,2025-06-12 05:12:19.204340,2025-06-12 17:25:20.163449,4
15445,SURG,Medium,Resolved,34,2025-11-01 07:13:19.204340,2025-11-02 00:55:11.726979,1
15446,SURG,Medium,Resolved,38,2025-12-29 09:07:19.204340,2025-12-29 19:13:39.045858,7
15447,ER,Low,Resolved,4,2025-03-29 01:46:19.204340,2025-03-30 11:22:21.963107,3
15448,OPD,Medium,Resolved,56,2025-09-05 03:35:19.204340,2025-09-05 08:45:59.040588,1
15449,ICU,Medium,Resolved,23,2026-01-13 12:12:19.204340,2026-01-13 22:31:05.446475,1
15450,ICU,Low,Resolved,16,2025-09-03 02:26:19.204340,2025-09-04 08:44:42.473174,4
15451,ER,Low,Resolved,3,2025-12-21 22:33:19.204340,2025-12-22 20:46:46.781717,5
15452,SURG,Medium,Resolved,38,2025-10-20 03:36:19.204340,2025-10-20 20:43:30.438204,3
15453,ER,Medium,Resolved,8,2025-10-20 05:01:19.204340,2025-10-20 10:26:47.013634,1
15454,OPD,Medium,Resolved,54,2026-01-09 00:33:19.204340,2026-01-10 02:53:50.247138,8
15455,PEDS,Medium,Resolved,65,2025-11-18 02:23:19.204340,2025-11-18 14:41:53.894887,5
15456,ICU,High,Resolved,29,2025-08-16 00:33:19.204340,2025-08-16 01:35:32.113904,1
15457,PEDS,Medium,Resolved,73,2025-03-09 02:23:19.204340,2025-03-09 10:37:07.265871,3
15458,OPD,Medium,Resolved,53,2025-07-13 23:40:19.204340,2025-07-14 08:20:42.073238,2
15459,RAD,Medium,Resolved,78,2025-09-15 00:31:19.204340,2025-09-15 08:33:30.407732,6
15460,CARD,Medium,Resolved,95,2025-08-06 11:23:19.204340,2025-08-06 23:46:22.384229,6
15461,PEDS,Medium,Resolved,75,2025-07-06 04:16:19.204340,2025-07-06 06:55:13.602265,7
15462,CARD,High,Resolved,96,2025-08-22 05:47:19.204340,2025-08-22 10:09:52.413044,1
15463,SURG,Medium,Resolved,38,2025-12-11 22:45:19.204340,2025-12-13 00:57:46.322005,1
15464,SURG,Medium,Resolved,35,2025-08-23 17:47:19.204340,2025-08-23 22:19:20.359941,5
15465,CARD,Medium,Resolved,98,2025-10-05 03:59:19.204340,2025-10-05 18:26:27.926261,2
15466,CARD,Low,Resolved,99,2025-10-02 23:32:19.204340,2025-10-04 14:31:09.104268,10
15467,ICU,High,Resolved,30,2025-09-11 05:34:19.204340,2025-09-11 11:36:03.277833,5
15468,ER,Medium,Resolved,15,2025-03-22 03:15:19.204340,2025-03-22 16:45:11.160584,5
15469,ICU,Medium,Resolved,29,2025-07-11 09:23:19.204340,2025-07-11 23:06:26.090992,4
15470,SURG,Medium,Resolved,31,2025-08-21 06:36:19.204340,2025-08-22 03:10:32.508651,10
15471,PEDS,High,Resolved,68,2025-08-05 05:19:19.204340,2025-08-05 05:48:16.710181,10
15472,CARD,Medium,Resolved,93,2025-07-23 01:13:19.204340,2025-07-24 01:59:31.598579,1
15473,PEDS,Medium,Resolved,70,2025-04-02 02:04:19.204340,2025-04-02 17:02:54.020508,8
15474,SURG,Low,Resolved,36,2025-08-25 04:52:19.204340,2025-08-27 10:15:41.381007,1
15475,ICU,Low,Resolved,19,2025-03-15 04:40:19.204340,2025-03-16 17:15:16.566730,2
15476,SURG,Medium,Resolved,38,2025-09-13 23:23:19.204340,2025-09-14 10:36:00.754766,5
15477,RAD,Low,Resolved,89,2026-01-21 00:25:19.204340,2026-01-22 01:59:04.070365,4
15478,SURG,Medium,Resolved,38,2026-02-02 04:20:19.204340,2026-02-02 11:29:42.387253,1
15479,ER,Medium,Resolved,4,2025-04-19 03:41:19.204340,2025-04-19 07:19:43.767536,9
15480,OPD,Medium,Resolved,52,2026-01-28 07:19:19.204340,2026-01-29 03:03:47.677358,2
15481,SURG,Medium,Resolved,44,2025-04-06 04:08:19.204340,2025-04-06 11:28:38.500372,4
15482,CARD,High,Resolved,105,2025-11-17 00:21:19.204340,2025-11-17 03:31:10.075373,3
15483,ER,Medium,Resolved,12,2025-04-04 00:39:19.204340,2025-04-04 14:07:54.765510,9
15484,CARD,Low,Resolved,92,2026-01-23 22:57:19.204340,2026-01-26 02:01:55.823309,8
15485,OPD,High,Resolved,50,2025-05-06 01:57:19.204340,2025-05-06 03:02:24.696422,6
15486,ICU,Low,Resolved,29,2025-08-15 22:25:19.204340,2025-08-17 12:46:25.597091,5
15487,OPD,Low,Resolved,50,2025-11-26 07:59:19.204340,2025-11-28 14:32:33.467208,1
15488,ICU,Medium,Resolved,17,2025-03-14 02:47:19.204340,2025-03-14 20:17:17.785226,5
15489,ER,Low,Resolved,9,2025-11-05 00:58:19.204340,2025-11-06 08:32:26.566865,10
15490,PEDS,Medium,Resolved,63,2026-01-18 12:38:19.204340,2026-01-18 23:14:37.264887,5
15491,ICU,Low,Resolved,22,2025-04-05 06:56:19.204340,2025-04-07 04:08:03.552294,9
15492,PEDS,Low,Resolved,71,2025-07-03 02:14:19.204340,2025-07-03 23:06:10.141419,10
15493,CARD,High,Resolved,96,2026-01-17 22:30:19.204340,2026-01-18 07:50:22.262587,3
15494,PEDS,Medium,Resolved,70,2025-11-28 03:09:19.204340,2025-11-28 11:40:28.163113,5
15495,OPD,Medium,Resolved,47,2025-08-12 02:56:19.204340,2025-08-13 01:43:54.282197,4
15496,OPD,Low,Resolved,46,2025-10-18 01:21:19.204340,2025-10-18 19:25:40.361228,2
15497,RAD,Low,Resolved,76,2026-02-12 08:35:19.204340,2026-02-14 18:37:08.645033,4
15498,CARD,Medium,Resolved,95,2025-10-03 23:43:19.204340,2025-10-04 14:21:10.124876,5
15499,CARD,Medium,Resolved,99,2025-12-26 03:02:19.204340,2025-12-26 17:50:20.659697,3
15500,PEDS,Medium,Resolved,71,2025-03-22 02:39:19.204340,2025-03-22 11:28:37.034209,2
15501,OPD,High,Resolved,46,2025-12-18 04:18:19.204340,2025-12-18 14:15:41.126951,1
15502,ER,Low,Resolved,5,2025-10-09 01:20:19.204340,2025-10-11 18:08:22.900621,8
15503,ICU,Low,Resolved,25,2025-08-14 10:28:19.204340,2025-08-15 09:14:11.845236,7
15504,ICU,Low,Resolved,24,2025-03-31 23:12:19.204340,2025-04-02 02:32:58.368995,3
15505,PEDS,Medium,Resolved,73,2025-04-15 00:42:19.204340,2025-04-15 08:51:09.222005,1
15506,RAD,Medium,Resolved,82,2026-02-09 22:34:19.204340,2026-02-10 15:40:34.247071,7
15507,CARD,Medium,Resolved,98,2025-04-03 19:22:19.204340,2025-04-04 00:34:24.143290,10
15508,SURG,Low,Resolved,31,2025-12-03 05:16:19.204340,2025-12-04 23:57:58.243400,9
15509,OPD,Medium,Resolved,53,2026-03-01 01:31:19.204340,2026-03-01 11:20:52.077724,6
